Nom_Entreprise,Ticker,Ticker_Yahoo_Finance,Ponderation,Secteur_Activite,Nom_Indice,Ticker_Indice_Yahoo,Pays,Place_Boursiere,Nombres_Entreprises,Capitalisation_Boursiere
PHOENIX GROUP HOLDINGS PLC ORD ,PHNX,PHNX.L,0.24,Financial Services,FTSE 100,^FTSE,United Kingdom,LSE,100,5160845824
WEIR GROUP PLC ORD 12.5P,WEIR,WEIR.L,0.26,Industrials,FTSE 100,^FTSE,United Kingdom,LSE,100,5552323072
CONVATEC GROUP PLC ORD 10P,CTEC,CTEC.L,0.24,Healthcare,FTSE 100,^FTSE,United Kingdom,LSE,100,4983382528
RIGHTMOVE PLC ORD 0.1P,RMV,RMV.L,0.25,Communication Services,FTSE 100,^FTSE,United Kingdom,LSE,100,5347956736
DIPLOMA PLC ORD 5P,DPLM,DPLM.L,0.23,Industrials,FTSE 100,^FTSE,United Kingdom,LSE,100,4865111552
INTERMEDIATE CAPITAL GROUP PLC ,ICG,ICG.L,0.24,Financial Services,FTSE 100,^FTSE,United Kingdom,LSE,100,4985374208
SCHRODERS PLC ORD 20P,SDR,SDR.L,0.23,Financial Services,FTSE 100,^FTSE,United Kingdom,LSE,100,4925454336
F&C INVESTMENT TRUST PLC ORD 25,FCIT,FCIT.L,0.23,Financial Services,FTSE 100,^FTSE,United States,LSE,100,4872953344
DCC PLC ORD EUR0.25 (CDI),DCC,DCC.L,0.23,Energy,FTSE 100,^FTSE,Ireland,LSE,100,4816011776
MONDI PLC ORD EUR 0.22,MNDI,MNDI.L,0.22,Basic Materials,FTSE 100,^FTSE,United Kingdom,LSE,100,4622877184
KINGFISHER PLC ORD 15 5/7P,KGF,KGF.L,0.21,Consumer Cyclical,FTSE 100,^FTSE,United Kingdom,LSE,100,4529549312
M&G PLC,MNG,MNG.L,0.21,Financial Services,FTSE 100,^FTSE,United Kingdom,LSE,100,4347976192
ST. JAMES'S PLACE PLC ORD 15P,STJ,STJ.L,0.22,Financial Services,FTSE 100,^FTSE,United Kingdom,LSE,100,4598146560
GAMES WORKSHOP GROUP PLC ORD 5P,GAW,GAW.L,0.2,Consumer Cyclical,FTSE 100,^FTSE,United Kingdom,LSE,100,4266024192
ALLIANCE WITAN PLC ORD 2.5P,ALW,ALW.L,0.21,Financial Services,FTSE 100,^FTSE,United Kingdom,LSE,100,4376588800
IMI PLC ORD 28 4/7P,IMI,IMI.L,0.21,Industrials,FTSE 100,^FTSE,United Kingdom,LSE,100,4437137920
WHITBREAD PLC ORD 76 122/153P,WTB,WTB.L,0.2,Consumer Cyclical,FTSE 100,^FTSE,United Kingdom,LSE,100,4189874176
SPIRAX GROUP PLC ORD 26 12/13P,SPX,SPX.L,0.19,Industrials,FTSE 100,^FTSE,United Kingdom,LSE,100,4117008128
ENDEAVOUR MINING PLC ORD USD0.0,EDV,EDV.L,0.21,Basic Materials,FTSE 100,^FTSE,United Kingdom,LSE,100,4424350208
HIKMA PHARMACEUTICALS PLC ORD S,HIK,HIK.L,0.19,Healthcare,FTSE 100,^FTSE,United Kingdom,LSE,100,4118862592
UNITE GROUP PLC ORD 25P,UTG,UTG.L,0.19,Real Estate,FTSE 100,^FTSE,United Kingdom,LSE,100,3976655360
LAND SECURITIES GROUP PLC ORD 1,LAND,LAND.L,0.19,Real Estate,FTSE 100,^FTSE,United Kingdom,LSE,100,3952814336
CRODA INTERNATIONAL PLC ORD 10.,CRDA,CRDA.L,0.18,Basic Materials,FTSE 100,^FTSE,United Kingdom,LSE,100,3734601472
HISCOX LTD ORD 6.5P (DI),HSX,HSX.L,0.18,Financial Services,FTSE 100,^FTSE,Bermuda,LSE,100,3790485504
PERSIMMON PLC ORD 10P,PSN,PSN.L,0.18,Consumer Cyclical,FTSE 100,^FTSE,United Kingdom,LSE,100,3762191104
HOWDEN JOINERY GROUP PLC ORD 10,HWDN,HWDN.L,0.19,Consumer Cyclical,FTSE 100,^FTSE,United Kingdom,LSE,100,3939129856
LONDONMETRIC PROPERTY PLC ORD 1,LMP,LMP.L,0.17,Real Estate,FTSE 100,^FTSE,United Kingdom,LSE,100,3636986624
TAYLOR WIMPEY PLC ORD 1P,TW,TW.L,0.18,Consumer Cyclical,FTSE 100,^FTSE,United Kingdom,LSE,100,3860567808
BERKELEY GROUP HOLDINGS (THE) P,BKG,BKG.L,0.17,Consumer Cyclical,FTSE 100,^FTSE,United Kingdom,LSE,100,3593600768
JD SPORTS FASHION PLC ORD 0.05P,JD,JD.L,0.16,Consumer Cyclical,FTSE 100,^FTSE,United Kingdom,LSE,100,3290257152
BABCOCK INTERNATIONAL GROUP PLC,BAB,BAB.L,0.17,Industrials,FTSE 100,^FTSE,United Kingdom,LSE,100,3582510592
EASYJET PLC ORD 27 2/7P,EZJ,EZJ.L,0.16,Industrials,FTSE 100,^FTSE,United Kingdom,LSE,100,3279521280
ENTAIN PLC ORD EUR0.01,ENT,ENT.L,0.17,Consumer Cyclical,FTSE 100,^FTSE,Isle of Man,LSE,100,3514801920
POLAR CAPITAL TECHNOLOGY TRUST ,PCT,PCT.L,0.15,Financial Services,FTSE 100,^FTSE,United Kingdom,LSE,100,3140963840
