Short_Name_Etf,Ticker_Etf_Yf,Ticker_Etf,Devise,Place_Boursiere_Etf,Volume_Moyen,Frais_pct
HSBC MSCI EUROPE ISLAMIC SCREEN,HIPS.PA,HIPS,EUR,PAR,1377.0,
HSBC MSCI USA ISLAMIC SCREENED ,HIUS.PA,HIUS,EUR,PAR,308.0,
HSBC MSCI WORLD ISLAMIC SCREENE,HIWS.PA,HIWS,EUR,PAR,417.0,
Amundi STOXX Europe 600 Healthc,HLT.PA,HLT,EUR,PAR,7703.0,0.3
Amundi MSCI World Health Care U,HLTW.PA,HLTW,EUR,PAR,1117.0,0.3
HSBC MSCI Europe UCITS ETF EUR ,HMES.PA,HMES,EUR,PAR,6171.0,
HSBC MSCI Japan UCITS ETF USD (,HMJS.PA,HMJS,EUR,PAR,32.0,
21Shares Crypto Basket Index ET,HODL.PA,HODL,EUR,PAR,946.0,
21Shares Crypto Basket Equal We,HODLV.PA,HODLV,EUR,PAR,352.0,
21Shares Crypto Basket 10 Core ,HODLX.PA,HODLX,EUR,PAR,519.0,
HSBC JAPAN SCREENED EQUITY UCIT,HSJA.PA,HSJA,EUR,PAR,460.0,
BNP Paribas Easy EUR High Yield,HSRID.PA,HSRID,EUR,PAR,647.0,
HSBC HANG SENG TECH UCITS ETF,HSTE.PA,HSTE,EUR,PAR,168107.0,0.5
HSBC UK SCREENED EQUITY UCITS E,HSUK.PA,HSUK,EUR,PAR,330.0,0.12
HSBC MSCI WORLD SMALL CAP SCREE,HWSS.PA,HWSS,EUR,PAR,417.0,
Amundi Euro High Yield Bond ESG,HYBB.PA,HYBB,EUR,PAR,589.0,0.35
Amundi EUR High Yield Corporate,HYCC.PA,HYCC,EUR,PAR,1055.0,0.25
BNP Paribas Easy ECPI Global ES,HYDRO.PA,HYDRO,EUR,PAR,1411.0,
BNP Paribas Easy ECPI Global ES,HYDUS.PA,HYDUS,USD,PAR,56.0,
VanEck Emerging Markets High Yi,HYEM.PA,HYEM,EUR,PAR,51.0,0.4
Invesco US High Yield Fallen An,HYFA.PA,HYFA,EUR,PAR,313.0,
BNP Paribas Easy EUR High Yield,HYSRI.PA,HYSRI,EUR,PAR,2714.0,
iSh AI Innovation Active UCITS ,IART.PA,IART,EUR,PAR,26315.0,
iShares iBonds Dec 2025 Term  C,IB25.PA,IB25,EUR,PAR,7870.0,
iShares iBonds Dec 2027 Term  C,IB27.PA,IB27,EUR,PAR,22960.0,
iShares iBonds Dec 2025 Term Co,IBE5.PA,IBE5,EUR,PAR,485.0,
iShares iBonds Dec 2027 Term Co,IBE7.PA,IBE7,EUR,PAR,1926.0,
iShares iBonds Dec 2025 Term $ ,ID25.PA,ID25,EUR,PAR,31.0,
iShares iBonds Dec 2035 Term  C,IG35.PA,IG35,EUR,PAR,14525.0,
SPDR MSCI All Country World Inv,IMIE.PA,IMIE,EUR,PAR,10530.0,0.4
Amundi STOXX Europe 600 Industr,IND.PA,IND,EUR,PAR,1721.0,0.3
Amundi European Strategic Auton,INDEP.PA,INDEP,EUR,PAR,13271.0,
Amundi MSCI Indonesia UCITS ETF,INDO.PA,INDO,EUR,PAR,952.0,0.45
Amundi S&P World Industrials Sc,INDW.PA,INDW,EUR,PAR,1493.0,0.18
Amundi Euro Inflation Expectati,INFL.PA,INFL,EUR,PAR,132.0,0.25
Amundi US Inflation Expectation,INFU.PA,INFU,EUR,PAR,1109.0,0.25
Amundi MSCI India Swap UCITS ET,INR.PA,INR,EUR,PAR,47276.0,0.85
iShares Global Clean Energy Tra,INRE.PA,INRE,EUR,PAR,5203.0,
Amundi STOXX Europe 600 Insuran,INS.PA,INS,EUR,PAR,3637.0,0.3
INDEXIQ FACTORS SUSTAINABLE COR,IQEC.PA,IQEC,EUR,PAR,11.0,0.35
INDEXIQ FACTORS SUSTAINABLE EUR,IQEE.PA,IQEE,EUR,PAR,207.0,0.3
INDEXIQ FACTORS SUSTAINABLE JAP,IQJP.PA,IQJP,EUR,PAR,499.0,0.35
Amundi Label ISR Credit USD UCI,ISCH.PA,ISCH,EUR,PAR,3324.0,
Amundi Label ISR Actions Japon ,ISJH.PA,ISJH,EUR,PAR,362.0,
Amundi Label ISR Actions Europe,ISRA.PA,ISRA,EUR,PAR,9128.0,
Amundi Label ISR Credit EUR UCI,ISRC.PA,ISRC,EUR,PAR,2798.0,
Amundi Label ISR Credit USD UCI,ISRD.PA,ISRD,EUR,PAR,1709.0,
,ISRG.PA,ISRG,EUR,PAR,656.0,
Amundi Label ISR Actions Japon ,ISRJ.PA,ISRJ,EUR,PAR,604.0,
Amundi Label ISR Actions Monde ,ISRM.PA,ISRM,EUR,PAR,5243.0,
Amundi Label ISR Actions USA UC,ISRU.PA,ISRU,EUR,PAR,940.0,
Amundi Label ISR Actions USA UC,ISUH.PA,ISUH,EUR,PAR,940.0,
HANS-GINS Tech Megatrend Equal ,ITEK.PA,ITEK,EUR,PAR,67.0,0.59
iShares iBonds Dec 2028 Term $ ,IU28-EUR.PA,IU28-EUR,EUR,PAR,,
iShares iBonds Dec 2029 Term $ ,IU29-EUR.PA,IU29-EUR,EUR,PAR,,
iShares MSCI World Swap UCITS E,IWDS-EUR.PA,IWDS-EUR,EUR,PAR,,
iShares iBonds Dec 2028 Term  C,IX28-XPAR.PA,IX28-XPAR,EUR,PAR,,
iShares iBonds Dec 2029 Term  C,IX29-XPAR.PA,IX29-XPAR,EUR,PAR,,
Franklin FTSE Japan UCITS ETF,JAPAN.PA,JAPAN,EUR,PAR,134.0,
BNP Paribas Easy Bloomberg Barc,JBEM.PA,JBEM,EUR,PAR,24061.0,
VanEck Space Innovators UCITS E,JEDI.PA,JEDI,EUR,PAR,3037.0,0.55
SPDR Bloomberg Euro High Yield ,JNKA.PA,JNKA,EUR,PAR,494.0,
SPDR Bloomberg Euro High Yield ,JNKE.PA,JNKE,EUR,PAR,542.0,0.4
AMUNDI JPX-NIKKEI 400 UCITS ETF,JPHC.PA,JPHC,CHF,PAR,37.0,0.18
Amundi MSCI Japan SRI Climate P,JPHD.PA,JPHD,EUR,PAR,1093.0,0.2
AMUNDI JPX-NIKKEI 400 UCITS ETF,JPHE.PA,JPHE,EUR,PAR,170.0,0.18
AMUNDI JPX-NIKKEI 400 UCITS ETF,JPHG.PA,JPHG,GBP,PAR,5.0,0.18
AMUNDI JPX-NIKKEI 400 UCITS ETF,JPHU.PA,JPHU,USD,PAR,20.0,0.18
SPDR MSCI Japan UCITS ETF,JPJY.PA,JPJY,JPY,PAR,2301.0,0.12
Amundi Japan TOPIX II UCITS ETF,JPN.PA,JPN,EUR,PAR,2091.0,0.45
Amundi Japan TOPIX II UCITS ETF,JPNH.PA,JPNH,EUR,PAR,674.0,0.45
AMUNDI JPX-NIKKEI 400 UCITS ETF,JPNK.PA,JPNK,EUR,PAR,197.0,0.18
AMUNDI JPX-NIKKEI 400 UCITS ETF,JPNY.PA,JPNY,JPY,PAR,403.0,0.18
Amundi MSCI Japan SRI Climate P,JPX4.PA,JPX4,EUR,PAR,3713.0,0.18
Amundi MSCI Japan SRI Climate P,JPXH.PA,JPXH,EUR,PAR,3297.0,0.2
Amundi MSCI Korea UCITS ETF Acc,KRW.PA,KRW,EUR,PAR,3167.0,0.45
Amundi Core FTSE 100 Swap UCITS,L100.PA,L100,EUR,PAR,5334.0,0.14
AMUNDI LIFECYCLE 2030 UCITS ETF,LC30.PA,LC30,EUR,PAR,19.0,0.18
AMUNDI LIFECYCLE 2033 UCITS ETF,LC33.PA,LC33,EUR,PAR,239.0,0.18
AMUNDI LIFECYCLE 2036 UCITS ETF,LC36.PA,LC36,EUR,PAR,28.0,0.18
AMUNDI LIFECYCLE 2039 UCITS ETF,LC39.PA,LC39,EUR,PAR,339.0,0.18
Amundi MSCI China UCITS ETF Acc,LCCN.PA,LCCN,EUR,PAR,1241.0,0.29
BNP Paribas Easy Low Carbon 100,LCEUD.PA,LCEUD,EUR,PAR,33.0,
BNP Paribas Easy Low Carbon 300,LCWLD.PA,LCWLD,EUR,PAR,615.0,
Amundi MSCI Emerging Markets Sw,LEM.PA,LEM,EUR,PAR,29745.0,0.55
21Shares Lido DAO ETP,LIDO.PA,LIDO,EUR,PAR,7501.0,
Amundi Nasdaq-100 Daily (2x) Le,LQQ.PA,LQQ,EUR,PAR,4665.0,0.6
Amundi Global Luxury UCITS ETF ,LUXU.PA,LUXU,USD,PAR,148.0,0.25
Amundi CAC 40 Daily (2x) Levera,LVC.PA,LVC,EUR,PAR,175562.0,0.4
Amundi LevDax Daily (2x) levera,LVD.PA,LVD,EUR,PAR,3329.0,0.35
Amundi EURO STOXX 50 Daily (2x),LVE.PA,LVE,EUR,PAR,16518.0,0.4
Amundi MSCI Europe Climate Pari,LWCE.PA,LWCE,EUR,PAR,2750.0,0.15
Amundi MSCI World ESG Broad Tra,LWCR.PA,LWCR,EUR,PAR,609.0,0.2
Amundi MSCI World (2x) Leverage,LWLD.PA,LWLD,EUR,PAR,97541.0,
Amundi Euro Highest Rated Macro,MA13.PA,MA13,EUR,PAR,33.0,0.165
Amundi Euro Highest Rated Macro,MA35.PA,MA35,EUR,PAR,84.0,0.165
Amundi Euro Highest Rated Macro,MAA.PA,MAA,EUR,PAR,568.0,0.165
Amundi S&P World Materials Scre,MATW.PA,MATW,EUR,PAR,5976.0,0.18
AMUNDI MSCI EUROPE MOMENTUM FAC,MCEU.PA,MCEU,EUR,PAR,794.0,0.23
AMUNDI FTSE EPRA EUROPE REAL ES,MEH.PA,MEH,EUR,PAR,1955.0,0.3
Franklin AI Metaverse and Block,METE.PA,METE,EUR,PAR,27.0,0.3
Amundi MSCI Europe UCITS ETF Ac,MEU.PA,MEU,EUR,PAR,2185.0,0.25
Amundi Core Stoxx Europe 600 UC,MEUD.PA,MEUD,EUR,PAR,28231.0,0.07
Ossiam MSCI Europe - UCITS ETF ,MEUR.PA,MEUR,EUR,PAR,318.0,
Amundi Core MSCI EMU UCITS ETF ,MFE.PA,MFE,EUR,PAR,24727.0,0.12
Amundi Core MSCI EMU UCITS ETF ,MFEC.PA,MFEC,EUR,PAR,18269.0,0.12
Amundi MSCI EMU ESG Broad Trans,MFED.PA,MFED,EUR,PAR,1197.0,0.12
Amundi DJ Global Titans 50 UCIT,MGT.PA,MGT,EUR,PAR,4347.0,0.4
Amundi FTSE MIB UCITS ETF Dist,MIB.PA,MIB,EUR,PAR,5370.0,0.35
Amundi MSCI Millennials UCITS E,MILL.PA,MILL,EUR,PAR,105.0,0.45
AMUNDI MSCI USA MINIMUM VOLATIL,MIVU.PA,MIVU,EUR,PAR,460.0,0.18
HSBC MSCI JAPAN ETF,MJP.PA,MJP,EUR,PAR,327.0,0.19
Amundi PEA Luxe Monde UCITS ETF,MLUX.PA,MLUX,EUR,PAR,7632.0,
Amundi MSCI EMU Small Cap ESG B,MMS.PA,MMS,EUR,PAR,711.0,0.4
VanEck Morningstar US ESG Wide ,MOAT.PA,MOAT,EUR,PAR,1436.0,0.49
VanEck Morningstar US Wide Moat,MOTU.PA,MOTU,EUR,PAR,180.0,0.46
Amundi EURO STOXX 50 II UCITS E,MSE.PA,MSE,EUR,PAR,90951.0,0.2
Amundi EURO STOXX 50 II UCITS E,MSES.PA,MSES,EUR,PAR,3786.0,
Amundi Euro Government Bond 1-3,MTA.PA,MTA,EUR,PAR,3336.0,0.15
Amundi Euro Government Bond 3-5,MTB.PA,MTB,EUR,PAR,2736.0,0.15
Amundi Euro Government Bond 5-7,MTC.PA,MTC,EUR,PAR,610.0,0.15
Amundi Euro Government Bond 7-1,MTD.PA,MTD,EUR,PAR,4000.0,0.15
Amundi Euro Government Bond 10-,MTE.PA,MTE,EUR,PAR,2323.0,0.15
Amundi Euro Government Bond 15+,MTF.PA,MTF,EUR,PAR,322.0,0.15
Amundi Euro Government Bond 25+,MTH.PA,MTH,EUR,PAR,2690.0,0.07
Amundi Euro Government Inflatio,MTI.PA,MTI,EUR,PAR,881.0,0.09
iShares MSCI EM ex-China UCITS ,MTPI.PA,MTPI,EUR,PAR,22142.0,0.25
HSBC MSCI USA Quality UCITS ETF,MUS.PA,MUS,EUR,PAR,207.0,0.3
iShares MSCI USA Swap UCITS ETF,MUSA.PA,MUSA,EUR,PAR,9502.0,0.05
BNP Paribas Easy MSCI EMU SRI P,MUSRI.PA,MUSRI,EUR,PAR,3781.0,
Amundi FTSE EPRA NAREIT Global ,MWO.PA,MWO,EUR,PAR,724.0,0.45
Amundi S&P 500 Equal Weight ESG,MWOQ.PA,MWOQ,EUR,PAR,4975.0,0.2
Amundi MSCI World ESG Selection,MWOS.PA,MWOS,EUR,PAR,1085.0,0.2
Amundi Core MSCI World UCITS ET,MWRD.PA,MWRD,EUR,PAR,8124.0,0.12
Future of Defence UCITS ETF - A,NATO.PA,NATO,EUR,PAR,16009.0,
WisdomTree Uranium and Nuclear ,NCLR.PA,NCLR,EUR,PAR,1111.0,
Amundi Nasdaq-100 Swap UCITS ET,NDXH.PA,NDXH,EUR,PAR,1674.0,0.35
21Shares NEAR Protocol Staking ,NEAR-EUR.PA,NEAR-EUR,EUR,PAR,,
Amundi MSCI North America ESG B,NRAM.PA,NRAM,EUR,PAR,1123.0,0.15
Amundi S&P World Energy Screene,NRGW.PA,NRGW,EUR,PAR,6924.0,0.18
Amundi MSCI New Energy UCITS ET,NRJ.PA,NRJ,EUR,PAR,3931.0,0.6
Amundi MSCI New Energy UCITS ET,NRJC.PA,NRJC,EUR,PAR,2226.0,0.6
WisdomTree Global Efficient Cor,NTSG.PA,NTSG,EUR,PAR,878.0,
WisdomTree Eurozone Efficient C,NTSZ-XPAR.PA,NTSZ-XPAR,EUR,PAR,,
VanEck Uranium and Nuclear Tech,NUCL.PA,NUCL,EUR,PAR,9713.0,0.55
ODDO BHF Global Balanced Alloca,OBBA.PA,OBBA,EUR,PAR,181.0,
ODDO BHF Global Equity Active U,OBGE.PA,OBGE,EUR,PAR,953.0,
AMUNDI PEA EURO COURT TERME UCI,OBLI.PA,OBLI,EUR,PAR,52056.0,0.4
ODDO BHF US Equity Active UCITS,OBUS.PA,OBUS,EUR,PAR,9.0,
OFI INVEST EMU EQUITY ACTIVE UC,OFIEU.PA,OFIEU,EUR,PAR,560.0,
OFI INVEST US EQUITY ACTIVE UCI,OFIUS.PA,OFIUS,EUR,PAR,189.0,
VanEck Oil Services UCITS ETF,OIHV.PA,OIHV,EUR,PAR,600.0,0.35
21Shares Ondo ETP,ONDO-EUR.PA,ONDO-EUR,EUR,PAR,,
Ossiam Bloomberg Europe ex Euro,OP4E.PA,OP4E,EUR,PAR,2.0,
Ossiam Bloomberg Japan PAB NR -,OP5E.PA,OP5E,EUR,PAR,40.0,
Ossiam Bloomberg Japan PAB NR -,OP5H.PA,OP5H,EUR,PAR,41.0,
Ossiam Bloomberg Asia Pacific e,OP6E.PA,OP6E,EUR,PAR,220.0,
Ossiam Bloomberg USA PAB NR UCI,OP7E.PA,OP7E,EUR,PAR,16.0,
Ossiam Bloomberg USA PAB NR UCI,OP7H.PA,OP7H,EUR,PAR,0.0,
Ossiam Bloomberg Canada PAB NR ,OP8E.PA,OP8E,EUR,PAR,212.0,
Ossiam Bloomberg World PAB UCIT,OP9E.PA,OP9E,EUR,PAR,1.0,
Amundi PEA S&P 500 Screened UCI,P500H.PA,P500H,EUR,PAR,7163.0,
BNP Paribas Easy MSCI ACWI SRI ,PAACE.PA,PAACE,EUR,PAR,230.0,
BNP Paribas Easy MSCI ACWI SRI ,PAACU.PA,PAACU,USD,PAR,194.0,
Amundi PEA Asie Emergente (MSCI,PAASI.PA,PAASI,EUR,PAR,36014.0,
Amundi S&P 500 Climate Paris Al,PABH.PA,PABH,EUR,PAR,4364.0,0.25
Amundi S&P 500 Climate Paris Al,PABU.PA,PABU,EUR,PAR,3841.0,0.07
Amundi MSCI World Climate Paris,PABW.PA,PABW,EUR,PAR,9384.0,0.2
Amundi MSCI EMU Climate Paris A,PABZ.PA,PABZ,EUR,PAR,1086.0,0.15
Amundi PEA Emergent (MSCI Emerg,PAEEM.PA,PAEEM,EUR,PAR,44200.0,
Amundi PEA Asie Pacifique (MSCI,PAEJ.PA,PAEJ,EUR,PAR,9746.0,0.6
Amundi PEA Amerique Latine (MSC,PALAT.PA,PALAT,EUR,PAR,18275.0,
Amundi PEA US Tech Screened UCI,PANX.PA,PANX,EUR,PAR,15584.0,
Amundi PEA Chine (MSCI China) S,PASI.PA,PASI,EUR,PAR,41763.0,0.65
Amundi PEA MSCI Europe UCITS ET,PCEU.PA,PCEU,EUR,PAR,15696.0,
Amundi PEA S&P US Industrials S,PDJE.PA,PDJE,EUR,PAR,3191.0,0.5
Amundi PEA S&P 500 Screened UCI,PE500.PA,PE500,EUR,PAR,16004.0,
Invesco FTSE RAFI Europe UCITS ,PEF.PA,PEF,EUR,PAR,1311.0,
Invesco FTSE RAFI Emerging Mark,PEH.PA,PEH,EUR,PAR,623.0,
Amundi PEA Emergent (MSCI Emerg,PEMS.PA,PEMS,EUR,PAR,5569.0,
Invesco EuroMTS Cash 3 Months U,PEU.PA,PEU,EUR,PAR,452.0,
Invesco FTSE RAFI US 1000 UCITS,PFT.PA,PFT,EUR,PAR,685.0,0.39
Amundi PEA Inde (MSCI India) UC,PINR.PA,PINR,EUR,PAR,23323.0,0.85
Amundi Corporate Proceeds Bond ,PLAN.PA,PLAN,EUR,PAR,353.0,
Amundi PEA Emergent EMEA (MSCI ,PLEM.PA,PLEM,EUR,PAR,7940.0,0.55
Amundi PEA Immobilier Europe (F,PMEH.PA,PMEH,EUR,PAR,5497.0,0.4
Amundi PEA Nasdaq-100 UCITS ETF,PNAS.PA,PNAS,EUR,PAR,10172.0,0.3
21Shares Polygon ETP,POLY.PA,POLY,EUR,PAR,,
Invesco S&P 500 QVM UCITS ETF,PQVM.PA,PQVM,EUR,PAR,356.0,0.35
Amundi Core EUR Corporate Bond ,PRAC.PA,PRAC,EUR,PAR,9455.0,0.07
